CalId;C¢digo NL;C¢digo RL;"N. RLs
Revisados";Texto do Requisito Legal;Soluá∆o;Hip¢tese de Incidància;"E / OU
(HIs)";Respons†vel pela Revis∆o;Respons†vel pela Alteraá∆o;Trecho da Carta de Atualizaá∆o;Data da Conclus∆o;Respons†vel pela Solicitaá∆o
4;16442;7563;;O controle de materiais est† de acordo com o item 4.7?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7564;;O controle de processos Ç realizado segundo o item 4.8?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7565;;O controle de inspeá∆o de testes atende o item 4.9?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7566;;S∆o implementadas aá‰es corretivas, em atendimento ao item 4.11?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7567;;Os registros de garantia da qualidade obedecem o item 4.12?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7569;;ê realizado controle de itens n∆o conformes, consoante item 4.10?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;16442;7575;;H† um sistema de auditorias internas e externas conforme item 4.13?;"Inseridas HIs ""Operar usina nucleoelÇtrica"" e ""Construir usina nucleoelÇtrica""";"Operar instalaá∆o nuclear 

Construir instalaá∆o nuclear

Construir instalaá∆o radiativa

Operar instalaá∆o radiativa ";OU;Amanda;Amanda;;2018;
4;13969;8499;;A atividade de importaá∆o de ¢leo lubrificante acabado industrial e/ou automotivo possui autorizaá∆o v†lida emitida pela ANP?;Nada a alterar;Importar ¢leo lubrificante ;;Amanda;Amanda;;2018;
4;13969;8501;;S∆o exigidos do coletor contratado os certificados de recebimento de ¢leo lubrificante usado ou contaminado emitidos pelo rerrefinador?;Nada a alterar;Importar ¢leo lubrificante ;;Amanda;Amanda;;2018;
4;13969;8502;;ê requerida Ö ANP autorizaá∆o espec°fica para cada importaá∆o de ¢leo lubrificante acabado, por meio de Licenáa de Importaá∆o (LI), no Sistema Integrado de ComÇrcio Exterior ? SISCOMEX da Receita Federal?;Nada a alterar;Importar ¢leo lubrificante ;;Amanda;Amanda;;2018;
4;13969;8503;;As alteraá‰es cadastrais s∆o informadas Ö ANP mediante encaminhamento de nova ficha cadastral no prazo m†ximo de 30 dias a contar da efetivaá∆o do ato, acompanhadas da documentaá∆o comprobat¢ria prevista no artigo 9¯?;Nada a alterar;Produzir ¢leo lubrificante;;Amanda;Amanda;;2018;
4;13969;8504;;ê exigida do coletor contratado c¢pia da licenáa expedida pelo ¢rg∆o ambiental competente em nome do destinat†rio autorizando a destinaá∆o de ¢leo lubrificante usado ou contaminado que n∆o seja reciclagem, alÇm de toda a documentaá∆o fiscal que a comprove?;Nada a alterar;Importar ¢leo lubrificante ;;Amanda;Amanda;;2018;
4;13969;8505;;ê mantido um plano de aá∆o para situaá‰es de emergància e de mitigaá∆o de acidentes?;"Mantida apenas HI ""Importar ¢leo lubrificante "".";"Importar ¢leo lubrificante 

Comercializar ¢leo lubrificante

Produzir ¢leo lubrificante ";OU;Amanda;Amanda;;2018;
4;13969;8506;;S∆o mantidos na empresa, pelo prazo de 5 anos, para fins de fiscalizaá∆o da ANP ou de ¢rg∆os conveniados, os registros de movimentaá∆o de ¢leo lubrificante acabado escriturados e atualizados, alÇm das notas fiscais relativas Ö comercializaá∆o, certificado de recebimento de ¢leo usado e qualquer outro destino do ¢leo lubrificante usado ou contaminado?;"Mantida apenas HI ""Importar ¢leo lubrificante "".";"Importar ¢leo lubrificante 

Produzir ¢leo lubrificante ";OU;Amanda;Amanda;;2018;
4;13969;8508;;ê enviada Ö ANP c¢pia da rescis∆o de contrato de coleta com coletor autorizado pela ANP, no prazo m†ximo de 15 dias ap¢s o ato, alÇm de c¢pia de cada novo contrato de coleta?;Nada a alterar;Importar ¢leo lubrificante ;;Amanda;Amanda;;2018;
4;14552;9171;;Os agentes de geraá∆o, transmiss∆o e distribuiá∆o respons†veis por instalaá‰es com tens∆o igual ou superior a 138 kV encaminham Ö ANEEL, em atÇ 90 dias ap¢s a entrada em operaá∆o em carga, o memorial de c†lculo ou o relat¢rio das mediá‰es dos campos elÇtrico e magnÇtico, nos termos do art. 5ß? (Nota Ius Natura: o memorial ou o relat¢rio deve conter os dados relacionados no anexo e seguir os procedimentos estabelecidos no Art. 6ß, quando aplic†veis.);Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;14552;9172;;Observa-se que, na hip¢tese de haver alteraá‰es nas caracter°sticas das instalaá‰es com tens∆o igual ou superior a 138 kV que impliquem em alteraá∆o dos campos elÇtricos ou magnÇticos emitidos por essas instalaá‰es, os agentes de geraá∆o, transmiss∆o e distribuiá∆o respons†veis pelas instalaá‰es devem encaminhar Ö ANEEL, em atÇ 90 dias ap¢s a entrada em operaá∆o em carga, o memorial de c†lculo ou o relat¢rio das mediá‰es dos campos elÇtrico e magnÇtico? (Nota Ius Natura: o memorial ou o relat¢rio deve conter os dados relacionados no Anexo e devem ser atendidos os procedimentos estabelecidos nos ıı 1ß a 5ß do art. 5ß e no art. 6ß, quando aplic†veis.);Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;14552;9173;;S∆o atendidos os N°veis de Referància para exposiá∆o a campos elÇtricos e magnÇticos nas frequàncias de 50 e 60 Hz indicados no art. 3ß?  (Nota Ius Natura: deve ser apresentado Relat¢rio de Conformidade ou Plano de Adequaá∆o para as instalaá‰es j† existentes e cujos valores medidos ou calculados, nos termos do art. 6ß, sejam superiores aos N°veis de Referància estabelecidos no art. 3ß.);Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;14552;9175;;Observa-se que, para instalaá‰es com tens∆o igual ou superior a 138 kV que tenham entrado em operaá∆o entre 29.08.2010 e 10.07.2014, os agentes de geraá∆o e distribuiá∆o respons†veis pelas instalaá‰es devem encaminhar Ö ANEEL, atÇ 06.05.2015, o memorial de c†lculo ou o relat¢rio das mediá‰es dos campos elÇtrico e magnÇtico? [Nota Ius Natura 1: o memorial ou o relat¢rio deve conter os dados relacionados no Anexo e devem ser atendidos os procedimentos estabelecidos nos ıı 1ß a 5ß do art. 5ß e no art. 6ß, quando aplic†veis. Nota Ius Natura 2: a obrigaá∆o tambÇm se aplica para instalaá‰es pertencentes a agentes de geraá∆o, transmiss∆o e distribuiá∆o nas frequàncias de 50 Hz e 0 (zero) Hz j† existentes em 10.07.2014.];Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;14552;9177;;Os agentes de geraá∆o, transmiss∆o e distribuiá∆o respons†veis por instalaá‰es com tens∆o inferior a 138 kV asseguram que, a qualquer tempo, suas instalaá‰es n∆o emitem campos elÇtricos e magnÇticos superiores Ös Restriá‰es B†sicas?;Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;14552;9181;;Os agentes de geraá∆o, transmiss∆o e distribuiá∆o realizam os c†lculos ou as mediá‰es dos campos elÇtricos e magnÇticos referentes Ös suas instalaá‰es com tens∆o igual ou superior a 138 kV em conformidade com as disposiá‰es do art. 6ß?;Nada a alterar;Operar linhas de transmiss∆o e/ou subestaá‰es dos Sistemas de Geraá∆o, Transmiss∆o e Distribuiá∆o de energia elÇtrica ;;Amanda;Amanda;;2018;
4;10564;10510;;Os fornecedores de vegetais s∆o previamente cadastrados em documento que contenha nome e endereáo do fornecedor e a identificaá∆o do local de origem da matÇria prima? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10512;;A matÇria-prima Ç recebida em local protegido, limpo, livre de objetos em desuso e estranhos ao ambiente? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10515;;O local de armazenamento das matÇrias-primas, dos ingredientes, das embalagens e dos insumos est† protegido, limpo e organizado para evitar contaminaá∆o? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10516;;A fonte de iluminaá∆o est† instalada distante dos equipamentos de moagem e de extraá∆o, de forma a evitar a contaminaá∆o acidental dos alimentos e bebidas por vetores? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10517;;As matÇrias-primas e os ingredientes s∆o armazenados de forma a atender a temperatura de conservaá∆o recomendada pelo beneficiador ou fabricante? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10518;;O local de preparo Ç limpo quantas vezes forem necess†rias, durante a realizaá∆o das atividades e ap¢s o tÇrmino das mesmas? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10520;;A matÇria-prima Ç avaliada no ato de sua aquisiá∆o e na recepá∆o para verificar as condiá‰es higiànico-sanit†rias, a presenáa de vetores e pragas e ou de seus vest°gios, bem como de materiais contaminantes? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10521;;O local de preparo de alimentos e bebidas Ç protegido, para evitar o acesso de vetores e pragas? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10522;;ê exigida dos manipuladores a manutená∆o de cabelos presos e protegidos por touca, bonÇ, rede ou outro acess¢rio apropriado e a utilizaá∆o de vestimenta apropriada, conservada e limpa e de luvas descart†veis? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10523;;Os manipuladores de alimentos s∆o capacitados em higiene pessoal, manipulaá∆o higiànica dos alimentos e doenáas transmitidas por alimentos? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10524;;Os produtos de higienizaá∆o utilizados nos locais de armazenamento est∆o regularizados pelo MinistÇrio da Sa£de e s∆o guardados em local reservado para essa finalidade? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10525;;A matÇria-prima beneficiada est† identificada com o nome do vegetal, o local de origem, os dados do beneficiador e a data do beneficiamento? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10526;;Os utens°lios e as superf°cies dos equipamentos e dos m¢veis que entram em contato com alimentos e bebidas s∆o de material liso, imperme†vel, lav†vel, de f†cil limpeza e resistentes Ö corros∆o e a repetidas operaá‰es de limpeza? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10527;;Os equipamentos, os m¢veis e os utens°lios permanecem limpos, em adequado estado de funcionamento, conservados, sem ranhuras, rachaduras, ferrugem e s∆o mantidos limpos e protegidos ap¢s o uso? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10529;;ê exigida dos manipuladores a adoá∆o da pr†tica de lavar cuidadosamente as m∆os antes e ap¢s manipular alimentos, ap¢s qualquer interrupá∆o da atividade, ap¢s tocar materiais contaminados, ap¢s usar o sanit†rio e sempre que se fizer necess†rio? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10530;;ê mantido controle do per°odo de validade dos alimentos matÇrias-primas e/ou insumos e conservaá∆o dos mesmos, respeitando a ordem de entrada?;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10531;;Os equipamentos de moagem e de extraá∆o utilizados para o preparo de alimentos e bebidas com vegetais tàm proteá∆o para evitar o acesso de vetores e pragas? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10532;;Os lubrificantes e as graxas utilizados nos equipamentos de moagem e de extraá∆o s∆o at¢xicos? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10533;;As embalagens das polpas industrializadas s∆o limpas antes da utilizaá∆o do produto? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10534;;Os alimentos e as bebidas com vegetais s∆o preparados imediatamente antes do consumo ou mantidos sob temperatura inferior a 5¯C.? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10535;;As bebidas preparadas com vegetais s∆o consumidas no mesmo dia do preparo? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10536;;A cana-de-aá£car Ç descascada em †rea separada e isolada dos locais de armazenamento e de preparo? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10537;;As frutas e/ou vegetais s∆o higienizados com produtos sanitizantes, devidamente rotulados,  indicados para este fim, conforme orientaá∆o do fabricante, antes do preparo ou exposiá∆o para consumo?;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10538;;O gelo utilizado no preparo dos alimentos e bebidas Ç fabricado com †gua pot†vel, sendo transportado e armazenado de forma a evitar a sua contaminaá∆o? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10539;;Os vegetais utilizados no preparo s∆o submetidos Ö seleá∆o para retirar partes e ou unidades deterioradas, vetores, pragas, sujidades e outras matÇrias estranhas? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10540;;Os equipamentos e os utens°lios de exposiá∆o de alimentos e bebidas preparados com vegetais tàm coberturas ou outras barreiras de proteá∆o contra vetores e pragas e que previnam a contaminaá∆o dos mesmos em decorrància da proximidade ou da aá∆o do consumidor? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
4;10564;10544;;Os utens°lios utilizados para o consumo de alimentos e bebidas com vegetais, tais como pratos, copos e talheres, descart†veis ou n∆o, s∆o mantidos limpos e armazenados em local protegido? ;Nada a alterar;Possuir ou contratar Serviáo de Alimentaá∆o com fornecimento de alimento preparado;;Amanda;Amanda;;2018;
